주차장코드	주차장명	주소	주차장 종류	주차장 종류명	운영구분	운영구분명	전화번호	주차현황 정보 제공여부	주차현황 정보 제공여부명	주차 면(주차 가능 차량 수)	현재 주차중인 대수	현재 주차 차량 업데이트 시간	유무료구분	유무료구분명	야간무료개방여부	야간무료개방여부명	평일 운영 시작시각(HHMM)	평일 운영 종료시각(HHMM)	주말 운영 시작시각(HHMM)	주말 운영 종료시각(HHMM)	공휴일 운영 시작시각(HHMM)	공휴일 운영 종료시각(HHMM)	최종데이터 동기화 시간	"토요일 유,무료 구분"	"토요일 유,무료 구분명"	"공휴일 유,무료 구분"	"공휴일 유,무료 구분명"	월 정기권 금액	노상 주차장 관리그룹번호	기본 주차 요금	기본 주차 시간(분 단위)	추가 단위 요금	추가 단위 시간(분 단위)	버스 기본 주차 요금	버스 기본 주차 시간(분 단위)	버스 추가 단위 시간(분 단위)	버스 추가 단위 요금	일 최대 요금
1434175	독산4동 공영주차장(구)	금천구 독산동 187-40	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	50	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:33	N	무료	N	무료	0		65	5	65	5	0	0	0	0	
1524605	두산공원A~B(구)	금천구 독산동 298-1 	NS	노상 주차장	1	시간제 주차장		0	미연계중	14	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-21 14:14	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1525155	가산중뒤(구)	금천구 독산동 300-21	NS	노상 주차장	1	시간제 주차장		0	미연계중	20	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:55	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1526111	가산중뒤(구)	금천구 독산동 300-21	NS	노상 주차장	1	시간제 주차장		0	미연계중	23	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:57	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1528100	가산중앞(구)	금천구 독산동 300-26	NS	노상 주차장	1	시간제 주차장		0	미연계중	20	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:57	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1524714	사조냉장-무등실업(구)	금천구 독산동 303-2	NS	노상 주차장	1	시간제 주차장		0	미연계중	28	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:56	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1526945	조양화학(구)	금천구 독산동 336-25	NS	노상 주차장	1	시간제 주차장		0	미연계중	16	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:57	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
1528242	모아래5길~천주교성당뒤(구)	금천구 독산동 336-3	NS	노상 주차장	1	시간제 주차장		0	미연계중	25	0		Y	유료	N	야간 미개방	800	1900	0	0	0	0	2016-12-26 0:55	Y	유료	Y	유료	100000	1.15451E+12	500	10	500	10	0	0	0	0	15000
173129	독산3동공영주차장(구)	금천구 독산동 898-24	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	50	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:32	N	무료	N	무료	0		65	5	65	5	0	0	0	0	0
1415929	다목적 공영주차장(구)	금천구 독산동 971-0	NW	노외 주차장	3	시간제 + 거주자 주차장	02-865-7557	0	미연계중	46	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:34	N	무료	N	무료	0		65	5	65	5	0	0	0	0	0
1575315	남부여성발전센터(시)	금천구 시흥동 139-2	NW	노외 주차장	1	시간제 주차장	02-2648-8292	0	미연계중	129	0	2017-08-24 13:50	Y	유료	N	야간 미개방	700	2400	700	2400	700	2400	2017-01-25 18:12	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	
1440587	시흥 4동 (삼성)공영주차장(구)	금천구 시흥동 171-1	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	51	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:47	N	무료	N	무료	0		65	5	65	5	0	0	0	0	0
173091	효봉공영주차장(구)	금천구 시흥동 3-129	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	66	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:50	N	무료	N	무료	0		65	5	65	5	0	0	0	0	
173141	시흥1동 공영주차장(구)	금천구 시흥동 555-3	NW	노외 주차장	1	시간제 주차장	010-2866-8356	0	미연계중	82	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2017-06-05 15:01	N	무료	N	무료	50000		65	5			0	0	0	0	0
1440586	시흥 4동 공용주차장(구)	금천구 시흥동 704-56	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	124	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:55	N	무료	N	무료			65	5	65	5	0	0	0	0	
173168	상인회주차장(시)	금천구 시흥동 886-13	NW	노외 주차장	1	시간제 주차장	02-808-0811	0	미연계중	22	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2016-12-21 15:16	N	무료	N	무료	0		1000	30	0	0	0	0	0	0	0
173153	시흥3동 공영주차장(구)	금천구 시흥동 942-6	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	44	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:37	N	무료	N	무료	0		65	5	65	5	0	0	0	0	0
1415917	구룡 공영주차장(구)	금천구 시흥동 964-0	NW	노외 주차장	3	시간제 + 거주자 주차장	02-809-0061~7	0	미연계중	19	0		Y	유료	N	야간 미개방	830	1900	830	1900	830	1900	2017-05-26 15:36	N	무료	N	무료	0		65	5	65	5	0	0	0	0	0
1441337	금천구 시흥동 997-1(구)	금천구 시흥동 997-1	NW	노외 주차장	1	시간제 주차장		0	미연계중	120	0		Y	유료	N	야간 미개방	700	1900	0	0	0	0	2016-12-21 15:16	Y	유료	Y	유료	0		100	5	0	0	0	0	0	0	6000
1454200	(구)북부지법주변(구)	노원구 공릉동 594-0 	NS	노상 주차장	1	시간제 주차장		0	미연계중	19	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:46	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1238860	당고개위(시)	노원구 상계동 111-568	NS	노상 주차장	1	시간제 주차장	02-2648-8292	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	34	8	2018-01-15 9:09	Y	유료	N	야간 미개방	900	2200	900	2200	900	2200	2017-08-01 13:47	N	무료	N	무료	0	1.13501E+12	150	5	150	5	0	0	0	0	0
1454285	가압장앞(구)	노원구 상계동 117-6 	NS	노상 주차장	1	시간제 주차장		0	미연계중	25	0		Y	유료	N	야간 미개방	1000	1900	900	1800	900	1800	2017-08-30 18:00	N	무료	N	무료	100000	1.13501E+12	150	5	0	0	0	0	0	0	16200
172634	수락산역 환승주차장(시)	노원구 상계동 1268-0	NW	노외 주차장	1	시간제 주차장	02-2290-6407	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	158	114	2018-01-15 9:15	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-01-13 10:56	N	무료	N	무료	65000		100	5	100	5	0	0	0	0	
1454402	당고개전철밑(시)	노원구 상계동 140-66	NS	노상 주차장	1	시간제 주차장	02-2648-8292	3	120~2일이내 연계데이터 존재(통신점검중)	88	0	2018-01-13 15:06	Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-21 14:24	N	무료	Y	유료	0	1.13501E+12	150	5	150	5	0	0	0	0	0
1579833	상계역 서측 주택가 공영주차장(구)	노원구 상계동 169-409	NW	노외 주차장	1	시간제 주차장		0	미연계중	10	0		Y	유료	N	야간 미개방	1000	1900	1000	1800	0	0	2017-08-29 9:53	N	무료	Y	유료			150	5	150	5	0	0	0	0	
1040011	상계2동 공영주차장(구)	노원구 상계동 373-13	NW	노외 주차장	1	시간제 주차장	02-931-2758	0	미연계중	108	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-05-23 11:02	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	11100
1454553	주공12단지상가뒤(구)	노원구 상계동 647-1 	NS	노상 주차장	1	시간제 주차장		0	미연계중	11	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:45	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454548	주공12단지상가뒤(구)	노원구 상계동 647-1 	NS	노상 주차장	1	시간제 주차장		0	미연계중	11	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:45	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1366541	당고개아래(시)	노원구 상계동 65-40	NW	노외 주차장	1	시간제 주차장	02-2648-8292	0	미연계중	130	0	2017-08-11 10:12	Y	유료	N	야간 미개방	800	2200	800	2200	800	2200	2016-12-21 12:31	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	0
1454490	주공11단지상가뒤(구)	노원구 상계동 652-4 	NS	노상 주차장	1	시간제 주차장		0	미연계중	13	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:47	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454053	주공11단지상가뒤(구)	노원구 상계동 652-4 	NS	노상 주차장	1	시간제 주차장		0	미연계중	13	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:47	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454244	주공7단지옆(구)	노원구 상계동 693-5 	NS	노상 주차장	1	시간제 주차장		0	미연계중	17	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:51	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454192	주공6단지상가주변(구)	노원구 상계동 723-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	41	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:48	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1570021	주공3단지상가주변(구)	노원구 상계동 736-0 	NS	노상 주차장	1	시간제 주차장		0	미연계중	44	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:55	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454227	구청사주변(구)	노원구 상계동 739-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	35	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:20	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454231	구청사주변(구)	노원구 상계동 739-4 	NS	노상 주차장	1	시간제 주차장		0	미연계중	47	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 15:20	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454297	주공1~3단지주변(구)	노원구 상계동 745-0 	NS	노상 주차장	1	시간제 주차장		0	미연계중	24	0		Y	유료	N	야간 미개방	900	1900	900	1800	0	0	2017-09-01 14:05	N	무료	Y	유료	0	1.13501E+12	250	5	0	5	0	0	0	0	0
1453850	주공4~6단지주변(구)	노원구 상계동 750-0 	NS	노상 주차장	1	시간제 주차장		0	미연계중	15	0		Y	유료	N	야간 미개방	900	1900	900	1800	0	0	2017-09-01 14:20	N	무료	Y	유료	0	1.13501E+12	250	5	0	5	0	0	0	0	0
1454501	주공4~6단지주변(구)	노원구 상계동 750-0 	NS	노상 주차장	1	시간제 주차장		0	미연계중	8	0		Y	유료	N	야간 미개방	900	1900	900	1800	0	0	2017-09-01 14:20	N	무료	Y	유료	0	1.13501E+12	250	5	0	5	0	0	0	0	0
1454281	주공1~3단지주변(구)	노원구 상계동 765-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	20	0		Y	유료	N	야간 미개방	900	1900	900	1800	0	0	2017-09-01 14:05	N	무료	Y	유료	0	1.13501E+12	250	5	0	5	0	0	0	0	0
1012254	마들스타디움(근린공원)(구)	노원구 상계동 770-2	NW	노외 주차장	1	시간제 주차장	02-2289-6735	0	미연계중	177	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-16 16:46	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	11000
1453862	수락산디자인서울거리(구)	노원구 상계동 996-2 	NS	노상 주차장	1	시간제 주차장		0	미연계중	71	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:59	N	무료	N	무료	100000	1.13501E+12	150	5	0	0	0	0	0	0	19800
1366903	석계역(시)	노원구 월계동 50-9	NW	노외 주차장	1	시간제 주차장	02-2648-8292	0	미연계중	73	0	2017-08-11 10:13	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 12:30	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	0
1576699	월계역(시)	노원구 월계동 589-3	NW	노외 주차장	1	시간제 주차장		0	미연계중	40	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-03-22 19:19	N	무료	Y	유료	50000		100	5	100	5	0	0	0	0	
1579832	석계역 앞(구)	노원구 월계동 60-1	NW	노외 주차장	1	시간제 주차장	02-942-8882	0	미연계중	29	0		Y	유료	N	야간 미개방	1000	1900	1100	1800	0	0	2017-08-29 9:54	N	무료	Y	유료	50000		100	5	100	5	0	0	0	0	
1454520	주공5단지옆(구)	노원구 중계동 359-16 	NS	노상 주차장	1	시간제 주차장		0	미연계중	31	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:54	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454201	청구건영아파트옆(구)	노원구 중계동 360-4 	NS	노상 주차장	1	시간제 주차장		0	미연계중	42	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:55	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454104	유경백화점뒤(구)	노원구 중계동 364-16 	NS	노상 주차장	1	시간제 주차장		0	미연계중	36	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:56	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
1454316	신한증권옆(구)	노원구 중계동 366-12 	NS	노상 주차장	1	시간제 주차장		0	미연계중	31	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:57	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
172695	건영백화점앞(구)	노원구 중계동 507-0	NW	노외 주차장	1	시간제 주차장	02-949-7705	0	미연계중	137	0		Y	유료	N	야간 미개방	1000	2000	1000	1800	1100	1800	2017-06-02 10:13	N	무료	N	무료	180000		250	5	250	5	0	0	0	0	16500
172696	등나무근린공원(구)	노원구 중계동 508-1	NW	노외 주차장	1	시간제 주차장	02-949-7706	0	미연계중	151	0		Y	유료	N	야간 미개방	1030	2100	1030	2200	0	0	2017-08-30 18:02	N	무료	Y	유료	180000		250	5	250	5	0	0	0	0	16500
1568841	한신동성아파트옆(구)	노원구 하계동 256-7 	NS	노상 주차장	1	시간제 주차장		0	미연계중	16	0		Y	유료	N	야간 미개방	900	1900	900	1800	900	1800	2017-08-30 17:53	N	무료	N	무료	150000	1.13501E+12	250	5	0	0	0	0	0	0	33000
173831	도봉산(시)	도봉구 도봉동 282-26	NW	노외 주차장	1	시간제 주차장	02-2648-8292	0	미연계중	194	0	2017-08-11 10:14	Y	유료	N	야간 미개방	800	2200	800	2200	800	2200	2016-12-21 12:30	N	무료	N	무료	180000		250	5	250	5	0	0	0	0	0
1372873	도봉산역 환승주차장(시)	도봉구 도봉동 288-19	NW	노외 주차장	1	시간제 주차장	02)2290-6047 	0	미연계중	364	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 15:16	N	무료	N	무료	65000		100	5	100	5	0	0	0	0	0
172592	도봉2동 법조타운 공영주차장(구)	도봉구 도봉동 624-105	NW	노외 주차장	3	시간제 + 거주자 주차장	02-901-5100	0	미연계중	164	0		Y	유료	N	야간 미개방	900	1800	900	1800	900	1800	2017-07-07 16:04	N	무료	N	무료	0		100	5	100	5	0	0	0	0	0
1028245	방학동 도깨비시장 공영주차장(구)	도봉구 방학동 632-1	NW	노외 주차장	3	시간제 + 거주자 주차장	02-901-5100	0	미연계중	80	0		Y	유료	N	야간 미개방	900	2200	900	2200	900	2200	2017-07-07 16:08	N	무료	N	무료	0		100	5	100	5	0	0	0	0	0
172647	창동역(동)(시)	도봉구 창동 1-9	NW	노외 주차장	1	시간제 주차장	02-2290-6387	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	455	249	2018-01-15 9:15	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-12-06 11:08	N	무료	N	무료	65000		100	5	100	5	0	0	0	0	28800
1574991	노원세무서 앞 공영주차장(구)	도봉구 창동 15-0	NS	노상 주차장	1	시간제 주차장		0	미연계중	28	0		Y	유료	N	야간 미개방	800	1900	800	1900	800	1900	2017-07-10 17:22	N	무료	N	무료	0	1.13201E+12	250	5	0	0	0	0	0	0	0
1010089	초안산근린공원주차장(구)	도봉구 창동 24-0	NW	노외 주차장	1	시간제 주차장		0	미연계중	68	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2016-12-21 15:16	N	무료	N	무료	0		0		300	10	0	0	0	0	0
1366624	창동역(서)(시)	도봉구 창동 330-0	NW	노외 주차장	1	시간제 주차장	02-2648-8292	0	미연계중	124	0	2017-08-11 10:13	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 12:30	N	무료	N	무료	100000		150	5	150	5	0	0	0	0	0
1574972	창동역 (구)구청별관주차장(구)	도봉구 창동 5-1	NS	노상 주차장	1	시간제 주차장		0	미연계중	30	0		Y	유료	N	야간 미개방	1000	2000	1000	2000	1000	2000	2017-07-10 17:34	N	무료	N	무료	0	1.13201E+12	250	5	0	0	0	0	0	0	0
172272	동답 공영주차장(구)	동대문구 답십리동 2-283	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	67	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:19	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
1028036	중산공영주차장(구)	동대문구 답십리동 23-3	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	58	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:19	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
172259	장영당길 공영주차장(구3동)(구)	동대문구 답십리동 484-7	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	193	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:18	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
1579351	삼희상가주변(구)	동대문구 답십리동 528-0	NS	노상 주차장	1	시간제 주차장		0	미연계중	16	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-27 15:35	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	0
1579098	신답고가 주변(구)	동대문구 답십리동 530-6	NS	노상 주차장	1	시간제 주차장	010-5278-4125	0	미연계중	22	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-11 19:48	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1370506	답십리 부품상가 노상(구)	동대문구 답십리동 959-10 	NS	노상 주차장	1	시간제 주차장		0	미연계중	75	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-06 19:51	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1576539	청계8가(북)(시)	동대문구 신설동 109-2	NS	노상 주차장	1	시간제 주차장	02-2272-8821	3	120~2일이내 연계데이터 존재(통신점검중)	34	0	2018-01-13 15:02	Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-08-21 9:18	N	무료	Y	유료	0	1.12301E+12	500	5	650	5	0	0	0	0	0
1247636	신설동(시)	동대문구 신설동 114-29	NW	노외 주차장	1	시간제 주차장	02)2232-6096	0	미연계중	102	0		Y	유료	N	야간 미개방	900	2000	900	2000	900	2000	2017-02-16 14:20	N	무료	N	무료	50000		150	5	150	5	0	0	0	0	0
1579275	청계천 주변(구)	동대문구 신설동 94-4	NS	노상 주차장	1	시간제 주차장		0	미연계중	23	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-27 15:02	N	무료	Y	유료	120000	1.12301E+12	500	10	0	0	0	0	0	0	0
1247684	청계주차장(구)	동대문구 용두동 129-4	NW	노외 주차장	1	시간제 주차장	02-923-4147	0	미연계중	122	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	0	2016-12-21 15:16	N	무료	Y	유료	250000		1500	30	500	10	0	0	0	0	15000
1579288	청계천 주변(구)	동대문구 용두동 255-41	NS	노상 주차장	1	시간제 주차장		0	미연계중	29	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-27 15:07	N	무료	Y	유료	120000	1.12301E+12	500	10	0	0	0	0	0	0	0
1189633	동부청과 (시)	동대문구 용두동 8-1	NS	노상 주차장	1	시간제 주차장	02-2272-8821	3	120~2일이내 연계데이터 존재(통신점검중)	25	0	2018-01-14 18:19	Y	유료	N	야간 미개방	800	2200	800	2200	800	2200	2017-07-20 11:04	N	무료	N	무료	0	1.12301E+12	250	5	250	5	0	0	0	0	0
172228	외대역주차빌딩 공영(구)	동대문구 이문동 306-14	NW	노외 주차장	1	시간제 주차장		0	미연계중	84	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-06-02 15:47	N	무료	N	무료	170000		500	10	500	10	0	0	0	0	
1370269	이경시장 공영주차장(구)	동대문구 이문동 86-52 	NS	노상 주차장	1	시간제 주차장	010-2214-4934	0	미연계중	27	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-08 11:45	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1277146	장안2동 노외주차장(시)	동대문구 장안동 286-9	NW	노외 주차장	1	시간제 주차장	02)2290-6417	0	미연계중	80	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 15:16	N	무료	N	무료	50000		100	5	100	5	0	0	0	0	0
1575595	장안공원지하주차장(구)	동대문구 장안동 300-0	NW	노외 주차장	3	시간제 + 거주자 주차장		0	미연계중	163	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:20	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
1247682	장안1동민자유치(장안주차장)(구)	동대문구 장안동 392-11	NW	노외 주차장	1	시간제 주차장		0	미연계중	77	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-02-16 16:16	N	무료	N	무료	100000		1500	30	500	10	0	0	0	0	10000
1579038	장안보성연립노상주차장(구)	동대문구 장안동 427-4 	NS	노상 주차장	1	시간제 주차장	010-2677-4584	0	미연계중	12	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-11 16:46	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1371673	동대문소방서노상(구)	동대문구 장안동 434-0	NS	노상 주차장	1	시간제 주차장	02-456-2591	0	미연계중	9	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-08-10 14:17	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1247683	덕원주차장(구)	동대문구 장안동 458-8	NW	노외 주차장	1	시간제 주차장	02-6240-0150	0	미연계중	77	0		Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2016-12-21 15:16	N	무료	N	무료	110000		1000	30	300	10	0	0	0	0	15000
1579328	신일피혁주변(구)	동대문구 장안동 480-9	NS	노상 주차장	1	시간제 주차장		0	미연계중	17	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-27 17:44	N	무료	Y	유료	120000	1.12301E+12	500	10	0	0	0	0	0	0	0
903979	부군당길공영주차장(구)	동대문구 전농동 273-1	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	63	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:17	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
1580083	서울약령시공영주차장(구)	동대문구 제기동 1082-0	NW	노외 주차장	1	시간제 주차장	070-5088-2390	1	현재~20분이내 연계데이터 존재(현재 주차대수 표현)	199	46	2018-01-15 9:15	Y	유료	N	야간 미개방	0	2400	0	2400	0	2400	2017-10-18 11:07	N	무료	N	무료	170000		500	10	500	10	0	0	0	0	20000
1577583	정릉천변 공영주차장(구)	동대문구 제기동 1159-0 	NS	노상 주차장	1	시간제 주차장	011-9953-6949	0	미연계중	62	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-04 13:32	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1577817	동서시장 과일채소부 공영주차장(구)	동대문구 제기동 849-0	NS	노상 주차장	1	시간제 주차장	02-962-1650	0	미연계중	94	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-21 16:00	N	무료	Y	유료	0	1.12301E+12	300	10	300	10	0	0	0	0	36000
1577863	동서시장 식품 공영주차장(구)	동대문구 제기동 854-1	NS	노상 주차장	1	시간제 주차장		0	미연계중	65	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-21 15:58	N	무료	Y	유료	0	1.12301E+12	300	10	300	10	0	0	0	0	36000
1579491	정화여상 노상(구)	동대문구 제기동 855-0	NS	노상 주차장	1	시간제 주차장		0	미연계중	74	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-27 15:22	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
172297	청량리동 공영주차장(구)	동대문구 청량리동 435-0	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	67	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:20	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
172230	청량리동 노외주차장(구)	동대문구 청량리동 51-4	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	26	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-06-02 15:51	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
172282	회기동 공영주차장(구)	동대문구 회기동 1-1	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	100	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:21	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
1579409	회기역주변 공영주차장(구)	동대문구 휘경동 255-3 	NS	노상 주차장	1	시간제 주차장	02-2247-9664~6	0	미연계중	85	0		Y	유료	N	야간 미개방	900	1900	900	1500	0	0	2017-07-20 16:48	N	무료	Y	유료	120000	1.12301E+12	500	10	500	10	0	0	0	0	36000
1365707	배봉공영주차장(구)	동대문구 휘경동 286-66	NW	노외 주차장	3	시간제 + 거주자 주차장	02-2247-9664~6	0	미연계중	199	0		Y	유료	N	야간 미개방	900	1900	900	1900	900	1900	2017-05-23 13:22	N	무료	N	무료			1000	60	0	0	0	0	0	0	10000
